Age of air (ybp)	Temperature anomaly (deg. C)	Carbon dioxide concentration (ppm)
269678	-6.59	227.2
269926	-6.47	227.9
270169	-5.95	228.6
270409	-6	229.3
270507	-5.9	230
270648	-5.8	230.7
270680	-5.62	231.4
270883	-5.44	230.975
271114	-5.3	230.55
271347	-5.65	230.125
271584	-5.74	229.7
271822	-5.65	229.275
271920	-5.225	228.85
272053	-4.8	228.425
272275	-4.7	228
272276	-4.6	227.68
272500	-4.9	227.36
272724	-4.65	227.04
272946	-4.43	226.72
273012	-4.403333333	226.4
273037	-4.376666667	227.2333333
273166	-4.35	228.0666667
273385	-4.33	228.9
273605	-4.33	229.7333333
273827	-4.55	230.5666667
273910	-4.4	231.4
273918	-4.25	231.15
274048	-4.1	230.9
274263	-3.84	230.65
274445	-3.82	230.4
274477	-3.8	230.5
274692	-3.95	230.6
274909	-3.95	230.7
275127	-4.13	230.8
275216	-3.996666667	230.9
275218	-3.863333333	231
275344	-3.73	231.325
275559	-3.71	231.65
275772	-3.53	231.975
275983	-3.38	232.3
276195	-3.48	232.625
276409	-3.62	232.95
276622	-3.35	233.275
276830	-2.88	233.6
277036	-3.01	233.925
277120	-3.17	234.25
277246	-3.33	234.575
277298	-3.47	234.9
277460	-3.61	231.275
277680	-3.95	227.65
277903	-4	224.025
277925	-4.22	220.4
278130	-4.44	219.76
278361	-4.46	219.12
278456	-4.45	218.48
278593	-4.44	217.84
278602	-4.435	217.2
278825	-4.43	215.3
279057	-4.44	213.4
279292	-4.67	211.5
279533	-5.1	209.6
279543	-5.23	207.7
279632	-5.36	207.36
279781	-5.49	207.02
280038	-6.17	206.68
280303	-6.18	206.34
280361	-5.935	206
280564	-5.69	206.14
280817	-5.3	206.28
281071	-5.66	206.42
281175	-5.81	206.56
281200	-5.96	206.7
281332	-6.11	207.7
281602	-6.5	208.7
281875	-6.39	209.7
282143	-5.96	210.7
282253	-5.863333333	211.7
282301	-5.766666667	212.7
282405	-5.67	212.7833333
282661	-5.15	212.8666667
282910	-4.85	212.95
283160	-5.22	213.0333333
283417	-5.55	213.1166667
283492	-5.545	213.2
283677	-5.54	213.6875
283941	-5.95	214.175
284218	-6.83	214.6625
284508	-7.27	215.15
284804	-7.3	215.6375
284925	-7.375	216.125
285102	-7.45	216.6125
285301	-7.22	217.1
285398	-6.99	218.925
285686	-6.57	220.75
285968	-6.4	222.575
286217	-6.335	224.4
286248	-6.27	225.5
286525	-6.1	226.6
286639	-6.125	227.7
286802	-6.15	228.8
287079	-5.96	229.9
287102	-5.79	231
287351	-5.62	232.3
287617	-5.28	233.6
287726	-5.216666667	234.9
287846	-5.153333333	236.2
287879	-5.09	236.9
288145	-5.68	237.6
288418	-5.8	238.3
288492	-5.98	239
288530	-6.16	238.4
288698	-6.34	237.8
288986	-6.5	237.2
289271	-6.06	236.6
289433	-5.865	236
289549	-5.67	236.7
289823	-5.56	237.4
290100	-6	238.1
290214	-6	238.8
290382	-6	239.5
290571	-5.695	240.2
290660	-5.39	240.2833333
290929	-5.15	240.3666667
291193	-4.65	240.45
291455	-4.93	240.5333333
291721	-5.07	240.6166667
291769	-4.92	240.7
291830	-4.77	243.075
291986	-4.62	245.45
292242	-4.13	247.825
292474	-3.825	250.2
292490	-3.52	249.8
292732	-3.46	249.4
292976	-3.67	249
293002	-4.033333333	248.6
293076	-4.396666667	247.675
293232	-4.76	246.75
293502	-5.22	245.825
293676	-5.28	244.9
293779	-5.34	241.1
293893	-5.47	237.3
294060	-5.6	233.5
294348	-6.06	229.7
294615	-5.81	225.9
294637	-5.56	226.1857143
294919	-5.34	226.4714286
295035	-5.235	226.7571429
295198	-5.13	227.0428571
295474	-4.96	227.3285714
295749	-4.94	227.6142857
295849	-4.816666667	227.9
295862	-4.693333333	227.475
296020	-4.57	227.05
296289	-4.53	226.625
296380	-4.785	226.2
296562	-5.04	227.95
296840	-4.92	229.7
297116	-4.81	231.45
297131	-4.855	233.2
297393	-4.9	234.375
297669	-4.7	235.55
297943	-4.57	236.725
298051	-4.525	237.9
298215	-4.48	238.0833333
298327	-4.34	238.2666667
298485	-4.2	238.45
298749	-3.81	238.6333333
299012	-4.04	238.8166667
299020	-3.865	239
299275	-3.69	239.58
299383	-3.57	240.16
299533	-3.45	240.74
299788	-3.19	241.32
299877	-3.135	241.9
300039	-3.08	243.86
300293	-3.26	245.82
300397	-3.195	247.78
300547	-3.13	249.74
300646	-3.05	251.7
300799	-2.97	252.72
301052	-3.17	253.74
301156	-3.045	254.76
301305	-2.92	255.78
301496	-3.12	256.8
301560	-3.32	256.8666667
301813	-2.52	256.9333333
301917	-2.64	257
302061	-2.76	257.0666667
302320	-3.64	257.1333333
302456	-3.415	257.2
302583	-3.19	255.7285714
302691	-2.735	254.2571429
302834	-2.28	252.7857143
302937	-2.16	251.3142857
303077	-2.04	249.8428571
303316	-1.74	248.3714286
303334	-2.04	246.9
303558	-2.34	253.35
303657	-2.61	259.8
303810	-2.88	266.25
303953	-2.955	272.7
304068	-3.03	265.7
304333	-3.46	258.7
304590	-3.67	251.7
304606	-3.88	250.4
304886	-4.13	249.1
305171	-4.32	247.8
305288	-4.445	246.5
305304	-4.57	245.2
305306	-4.695	244.7
305463	-4.82	246.1
305764	-5.14	247.5
306073	-5.42	248.9
306200	-5.48	250.3
306386	-5.54	251.7
306698	-5.14	253.1
307005	-5.09	254.5
307131	-4.905	255.9
307309	-4.72	254.56
307608	-4.58	253.22
307908	-4.69	251.88
308031	-4.596666667	250.54
308101	-4.503333333	249.2
308206	-4.41	250
308500	-4.09	250.8
308789	-3.95	251.6
308907	-3.905	252.4
309077	-3.86	253.2
309365	-3.83	254
309483	-3.76	254.8
309651	-3.69	255.6
309934	-3.39	256.4
310035	-3.366666667	257.2
310039	-3.343333333	256.3
310215	-3.32	257.12
310330	-3.19	257.94
310493	-3.06	258.76
310766	-2.78	259.58
310930	-2.66	260.4
311035	-2.54	260.38
311302	-2.39	260.36
311411	-2.36	260.34
311568	-2.33	260.32
311774	-2.275	260.3
311832	-2.22	260.35
312099	-2.45	260.4
312208	-2.4	260.45
312367	-2.35	260.5
312634	-2.29	260.55
312669	-2.105	260.6
312899	-1.92	262.025
313159	-1.79	263.45
313418	-1.61	264.875
313493	-1.475	266.3
313674	-1.34	265.725
313928	-1.38	265.15
314183	-1.36	264.575
314374	-1.34	264
314438	-1.32	264.44
314543	-1.21	264.88
314692	-1.1	265.32
314943	-0.99	265.76
315143	-0.98	266.2
315194	-0.97	266.8666667
315297	-0.805	267.5333333
315443	-0.64	268.2
315689	-0.48	268.8666667
315934	-0.46	269.5333333
315940	-0.485	270.2
316179	-0.51	270.54
316424	-0.18	270.88
316524	-0.18	271.22
316666	-0.18	271.56
316681	-0.23	271.9
316765	-0.28	272.45
316910	-0.33	273
317155	-0.2	273.55
317255	-0.295	274.1
317401	-0.39	274.65
317445	-0.405	275.2
317649	-0.42	273.925
317897	-0.14	272.65
317999	-0.085	271.375
318141	-0.03	270.1
318385	0.02	268.825
318628	0.2	267.55
318872	0.01	266.275
318980	0.015	265
319118	0.02	266.36
319364	0.16	267.72
319608	0.24	269.08
319708	0.21	270.44
319754	0.18	271.8
319853	0.15	272.025
320102	-0.12	272.25
320354	-0.18	272.475
320378	-0.135	272.7
320607	-0.09	272.8
320856	0.38	272.9
321095	1.14	273
321329	1.26	273.1
321386	1.46	273.2
321559	1.66	275.04
321783	2.18	276.88
321875	2.415	278.72
322000	2.65	280.56
322111	2.75	282.4
322214	2.85	284.1
322426	2.82	285.8
322513	2.943333333	287.5
322582	3.066666667	289.2
322638	3.19	288.8
322827	3.185	288.4
322847	3.18	290.46
323057	3.08	292.52
323269	3.08	294.58
323482	3.14	296.64
323485	3.065	298.7
323695	2.99	293.575
323911	2.84	288.45
324129	2.86	283.325
324189	2.79	278.2
324218	2.72	279.72
324349	2.65	281.24
324574	2.34	282.76
324804	2	284.28
324991	1.87	285.8
325039	1.74	283.4333333
325278	1.59	281.0666667
325527	1.135	278.7
325527	0.68	277.06
325629	0.365	275.42
325789	0.05	273.78
326061	-0.25	272.14
326239	-0.605	270.5
326342	-0.96	267.54
326639	-1.73	264.58
326761	-2.06	261.62
326952	-2.39	258.66
327114	-2.4	255.7
327273	-2.41	252.94
327597	-2.55	250.18
327730	-2.595	247.42
327924	-2.64	244.66
328097	-2.835	241.9
328258	-3.03	241.35
328602	-3.41	240.8
328955	-3.68	240.25
329267	-3.945	239.7
329318	-4.21	238.6
329694	-4.56	237.5
329848	-4.73	236.4
330081	-4.9	235.3
330208	-5.005	234.2
330476	-5.11	236.4857143
330883	-5.67	238.7714286
331050	-5.715	241.0571429
331300	-5.76	243.3428571
331725	-6.06	245.6285714
332164	-6.63	247.9142857
332293	-6.965	250.2
332624	-7.3	237.825
333106	-7.86	225.45
333602	-8.04	213.075
333627	-7.99	200.7
334101	-7.94	201.45
334306	-7.935	202.2
334600	-7.93	202.95
334805	-7.9	203.7
335100	-7.87	204.45
335290	-7.725	205.2
335595	-7.58	205.14
336081	-7.28	205.08
336567	-7.43	205.02
336766	-7.386666667	204.96
336972	-7.343333333	204.9
337055	-7.3	206.3
337544	-7.42	207.7
338033	-7.16	209.1
338233	-7.206666667	210.5
338282	-7.253333333	211.9
338521	-7.3	213.3166667
339015	-7.4	214.7333333
339505	-6.98	216.15
339706	-7.055	217.5666667
339993	-7.13	218.9833333
340165	-7.285	220.4
340490	-7.44	220.4888889
340984	-6.88	220.5777778
341187	-6.595	220.6666667
341462	-6.31	220.7555556
341930	-6.26	220.8444444
342401	-6.32	220.9333333
342594	-6.455	221.0222222
342879	-6.59	221.1111111
342998	-6.615	221.2
343364	-6.64	219.95
343853	-6.76	218.7
344348	-6.84	217.45
344735	-6.635	216.2
344839	-6.43	214.525
345327	-6.58	212.85
345821	-6.65	211.175
346105	-6.705	209.5
346319	-6.76	209.44
346523	-6.8	209.38
346823	-6.84	209.32
347330	-6.83	209.26
347610	-6.875	209.2
347841	-6.92	207.175
348357	-7.05	205.15
348877	-7.02	203.125
349404	-7.32	201.1
349620	-7.465	199.075
349945	-7.61	197.05
350493	-7.64	195.025
350765	-7.64	193
351044	-7.64	191.3
351596	-7.57	189.6
352150	-7.64	187.9
352412	-7.705	186.2
352710	-7.77	186.1
353273	-7.71	186
353838	-7.71	185.9
354372	-7.585	185.8
354400	-7.46	188
354958	-7.41	190.2
355187	-7.27	192.4
355512	-7.13	194.6
356060	-6.94	196.8
356612	-7.24	199
356838	-7.125	201.2
357167	-7.01	201.9428571
357712	-6.58	202.6857143
358247	-6.39	203.4285714
358466	-6.515	204.1714286
358786	-6.64	204.9142857
359327	-6.41	205.6571429
359688	-6.105	206.4
359855	-5.8	205.8375
360071	-5.845	205.275
360376	-5.89	204.7125
360904	-6.05	204.15
361440	-6.24	203.5875
361973	-5.79	203.025
362503	-5.9	202.4625
362766	-6.05	201.9
363042	-6.2	201.52
363580	-5.72	201.14
364114	-5.84	200.76
364333	-5.963333333	200.38
364499	-6.086666667	200
364659	-6.21	202.94
365208	-5.88	205.88
365743	-5.4	208.82
365962	-5.31	211.76
366221	-5.22	214.7
366267	-5.13	216.35
366784	-4.84	218
367297	-4.86	219.65
367507	-4.915	221.3
367816	-4.97	222.95
368117	-4.715	224.6
368329	-4.46	225.62
368829	-4.03	226.64
369034	-4.285	227.66
369331	-4.54	228.68
369563	-4.885	229.7
369858	-5.23	229.4
370403	-5.42	229.1
370960	-5.74	228.8
371188	-6.205	228.5
371545	-6.67	228.2
372149	-6.58	227.9
372746	-6.15	227.6
372991	-6.066666667	227.3
373014	-5.983333333	227
373331	-5.9	230.25
373909	-5.66	233.5
374478	-5.33	236.75
374561	-5.306666667	240
374711	-5.283333333	239.8714286
375042	-5.26	239.7428571
375604	-5.08	239.6142857
376155	-4.55	239.4857143
376381	-4.31	239.3571429
376690	-4.07	239.2285714
376758	-3.67	239.1
377204	-3.27	241.7
377702	-2.99	244.3
378194	-3.355	246.9
378210	-3.72	246.7
378743	-4.29	246.5
379297	-4.63	246.3
379524	-4.713333333	246.1
379633	-4.796666667	245.9
379864	-4.88	247.12
380435	-4.68	248.34
380997	-4.32	249.56
381227	-4.185	250.78
381551	-4.05	252
382095	-3.72	253.22
382318	-3.32	254.44
382622	-2.92	255.66
383134	-2.72	256.88
383504	-2.61	258.1
383641	-2.5	259.75
384159	-3.24	261.4
384710	-4.1	263.05
384909	-4.32	264.7
385288	-4.54	263.35
385894	-5.36	262
386528	-5.65	260.65
386579	-5.555	259.3
387167	-5.46	258.7875
387804	-5.4	258.275
388065	-5.21	257.7625
388435	-5.02	257.25
389061	-5.07	256.7375
389700	-5.44	256.225
390349	-5.34	255.7125
390589	-5.35	255.2
390999	-5.36	254.2
391658	-5.6	253.2
391928	-5.385	252.2
392317	-5.17	251.2
392451	-5.24	250.2
392972	-5.31	253.42
393636	-5.4	256.64
393908	-5.21	259.86
394297	-5.02	263.08
394628	-4.625	266.3
394935	-4.23	267.7
395543	-3.43	269.1
395792	-3.115	270.5
396126	-2.8	271.9
396694	-2.54	273.3
396713	-2.37	274.7
397253	-2.2	275.18
397482	-2.165	275.66
397808	-2.13	276.14
398361	-1.92	276.62
398554	-1.8	277.1
398909	-1.68	277.25
399134	-1.665	277.4
399455	-1.65	277.55
400003	-1.64	277.7
400228	-1.62	277.85
400390	-1.6	278
400553	-1.58	278.1307692
401097	-1.17	278.2615385
401636	-1.09	278.3923077
402179	-1.26	278.5230769
402728	-1.23	278.6538462
403276	-1.01	278.7846154
403501	-0.795	278.9153846
403815	-0.58	279.0461538
404346	-0.37	279.1769231
404874	-0.28	279.3076923
405401	-0.1	279.4384615
405617	-0.006666667	279.5692308
405844	0.086666667	279.7
405923	0.18	279.8875
406441	0.31	280.075
406957	0.49	280.2625
407469	0.71	280.45
407977	0.85	280.6375
408485	0.94	280.825
408992	1.12	281.0125
409022	1.173333333	281.2
409022	1.226666667	283.7
409496	1.28	282.4666667
409995	1.64	281.2333333
410200	1.885	280
410483	2.13	278.7666667
410683	1.843333333	277.5333333
410831	1.556666667	276.3
410979	1.27	277.6142857
411492	1.34	278.9285714
412009	1.23	280.2428571
412533	1.15	281.5571429
413062	1.08	282.8714286
413601	0.8	284.1857143
414085	0.825	285.5
414147	0.85	285.85
414692	1.07	286.2
415235	1.16	286.55
415434	1.145	286.9
415781	1.13	285.04
416327	1.32	283.18
416872	1.36	281.32
417095	1.383333333	279.46
417160	1.406666667	277.6
